"Id","dept_rank","cip_category","total_deflated_dollar_2010","citations","y_05","cd"
"1830",13,"Biology",NA,9260,"1990",1
"1831",304,"Biology",3404186,10155,"1985",1
"1832",22,"Medical",NA,2721,"1980",1
"1833",NA,"Biology",2377736,4134,"1990",1
"1834",13,"Biology",NA,6465,"1990",1
"1835",65,"Medical",NA,6934,"1980",1
"1836",106,"Biology",NA,10405,"2000",1
"1837",NA,"Biology",NA,4182,"1995",1
"1838",NA,"Technology",340702,3804,"2000",1
"1839",16,"Biology",2487598,6506,"1995",1
"1840",56,"Medical",NA,2842,"1990",1
"1841",22,"Medical",252111,7446,"1995",1
"1842",NA,"Medical",NA,1991,"1980",1
"1843",3,"Medical",NA,18363,"1995",1
"1844",NA,"Biology",NA,2609,"2005",1
"1845",NA,"Biology",NA,3411,"1995",1
"1846",13,"Medical",4276236,5082,"1995",1
"1847",26,"Biology",NA,7035,"1990",1
"1848",16,"Biology",75737,3655,"2005",1
"1849",24,"Medical",NA,331,"2000",0
"1850",85,"Biology",17082320,9912,"1995",1
"1851",2,"Biology",2632207,4745,"1995",1
"1852",304,"Biology",2258221,2234,"1990",1
"1853",NA,"Biology",NA,4759,"1995",0
"1854",62,"Biology",NA,5456,"1975",1
"1855",9,"Medical",NA,6391,"1985",1
"1856",2,"Medical",NA,7859,"1985",1
"1857",21,"Biology",4205267,1902,"1995",1
"1858",NA,"Biology",NA,32932,"2000",1
"1859",NA,"Biology",1441224,4459,"1995",1
"1860",NA,"Medical",1735675,6637,"1995",1
"1861",99,"Biology",NA,971,"2005",1
"1862",8,"Biology",9288031,22444,"1995",1
"1863",NA,"Biology",NA,11615,"2010",1
"1864",13,"Medical",NA,141312,"1985",1
"1865",NA,"Biology",1875205,7012,"2000",1
"1866",NA,"Medical",NA,4402,"1980",1
"1867",NA,"Medical",NA,13490,"1995",1
"1868",26,"Biology",NA,3625,"1985",1
"1869",26,"Biology",NA,5824,"1985",1
"1870",16,"Medical",1478872,2069,"1990",1
"1871",NA,"Medical",NA,3540,"1985",1
"1872",NA,"Biology",212297,1756,"1980",1
"1873",121,"Biology",5451225,7859,"1995",1
"1874",NA,"Medical",NA,3381,"1995",1
"1875",2,"Medical",166690,35110,"1980",1
"1876",NA,"Biology",NA,4936,"1980",1
"1877",21,"Biology",49634596,19779,"1975",1
"1878",NA,"Medical",NA,3005,"1995",1
"1879",NA,"Medical",1294367,25880,"1985",1
"1880",NA,"Medical",NA,5262,"1980",1
"1881",33,"Biology",1472663,1072,"1995",1
"1882",112,"Biology",5030313,4344,"1990",1
"1883",NA,"Biology",NA,3754,"1985",0
"1884",6,"Biology",NA,11646,"1995",1
"1885",NA,"Biology",NA,2727,"1990",1
"1886",27,"Medical",NA,5020,"1990",1
"1887",NA,"Biology",NA,9216,"1990",1
"1888",20,"Technology",NA,18764,"1990",1
"1889",NA,"Biology",NA,3347,"1990",1
"1890",NA,"Medical",NA,1376,"1980",1
"1891",38,"Medical",930677,9422,"1995",1
"1892",NA,"Biology",NA,12493,"2000",1
"1893",6,"Medical",NA,12028,"1990",1
"1894",6,"Biology",372586,8497,"1985",1
"1895",3,"Technology",NA,16785,"1995",1
"1896",NA,"Biology",9377850,3455,"1985",1
"1897",8,"Biology",NA,10358,"1985",1
"1898",NA,"Medical",NA,9757,"1985",1
"1899",NA,"Medical",NA,4091,"1990",1
"1900",12,"Medical",8438256,10346,"1990",1
"1901",1,"Medical",5640,5912,"1980",1
"1902",3,"Biology",1618876,2314,"1990",1
"1903",3,"Medical",NA,9956,"2000",1
"1904",NA,"Biology",NA,7134,"1995",1
"1905",3,"Biology",NA,11343,"1980",1
"1906",8,"Medical",NA,2049,"1975",1
"1907",NA,"Biology",NA,12494,"1985",1
"1908",NA,"Biology",NA,2946,"1985",1
"1909",9,"Medical",NA,5139,"1980",1
"1910",140,"Biology",53786,4914,"1975",1
"1911",87,"Medical",551751,3783,"1970",1
"1912",13,"Medical",NA,9426,"1990",1
"1913",88,"Biology",NA,6128,"1980",1
"1914",NA,"Medical",NA,3815,"1995",1
"1915",273,"Biology",NA,8313,"1980",1
"1916",39,"Technology",461778,3483,"1995",1
"1917",23,"Biology",NA,2044,"1980",1
"1918",NA,"Biology",NA,3985,"2005",1
"1919",57,"Biology",NA,12372,"1980",0
"1920",152,"Biology",NA,2531,"1980",0
"1921",NA,"Biology",386584,11067,"1995",1
"1922",46,"Medical",131459,3277,"1990",1
"1923",13,"Biology",NA,4131,"1985",1
"1924",84,"Biology",13249416,12852,"1990",1
"1925",2,"Medical",NA,7021,"2000",1
"1926",NA,"Medical",1232066,11803,"1980",1
"1927",16,"Biology",NA,3705,"1980",1
"1928",NA,"Technology",NA,3809,"1985",1
"1929",112,"Biology",NA,4794,"1980",0
"1930",2,"Medical",NA,2970,"1990",1
"1931",22,"Medical",558906,5501,"1990",1
"1932",16,"Medical",3294215,36827,"1980",1
"1933",43,"Medical",NA,1230,"1995",1
"1934",169,"Biology",NA,2612,"1990",1
"1935",NA,"Medical",NA,5171,"1990",1
"1936",NA,"Medical",683061,4566,"1980",1
"1937",9,"Technology",NA,5358,"1995",1
"1938",17,"Biology",1152882,18648,"1975",1
"1939",73,"Biology",NA,6787,"1985",1
"1940",NA,"Biology",NA,4316,"1990",1
"1941",NA,"Biology",NA,7995,"1980",1
"1942",1,"Biology",NA,18215,"2000",1
"1943",123,"Biology",NA,5425,"1985",0
"1944",55,"Biology",4893578,13174,"1980",1
"1945",NA,"Biology",5110637,11186,"1995",1
"1946",51,"Biology",NA,7009,"1990",1
"1947",47,"Biology",283087,7182,"1980",1
"1948",NA,"Biology",NA,2286,"1985",1
"1949",3,"Medical",NA,4083,"1980",1
"1950",118,"Technology",NA,2812,"1990",1
"1951",30,"Biology",NA,4230,"1990",1
"1952",NA,"Biology",NA,5594,"1975",1
"1953",8,"Biology",1850439,3610,"1970",0
"1954",NA,"Medical",NA,4037,"1980",1
"1955",172,"Biology",4536404,6911,"1985",1
"1956",NA,"Biology",NA,2170,"1980",1
"1957",NA,"Medical",NA,16478,"1985",1
"1958",156,"Biology",NA,4719,"1985",1
"1959",4,"Biology",NA,5896,"1995",1
"1960",7,"Biology",16755103,13541,"1990",1
"1961",103,"Biology",NA,6267,"1990",1
"1962",6,"Medical",NA,3503,"1980",1
"1963",169,"Biology",NA,12122,"1980",1
"1964",9,"Medical",12584289,3544,"1990",1
"1965",NA,"Biology",NA,9354,"1970",1
"1966",NA,"Biology",NA,12870,"1980",1
"1967",NA,"Medical",NA,11141,"2000",1
"1968",13,"Biology",NA,1376,"1975",1
"1969",16,"Medical",NA,6347,"1975",1
"1970",NA,"Medical",NA,7210,"1990",1
"1971",45,"Biology",4780811,3479,"1985",1
"1972",103,"Biology",NA,7357,"2000",1
"1973",52,"Medical",12609328,6122,"1975",1
"1974",8,"Biology",NA,6678,"1995",1
"1975",8,"Biology",NA,19764,"1985",1
"1976",12,"Medical",NA,14357,"1980",1
"1977",6,"Biology",NA,14270,"1980",1
"1978",NA,"Biology",NA,3013,"1980",0
"1979",15,"Medical",8884308,7193,"1990",1
"1980",NA,"Medical",NA,2568,"1990",1
"1981",218,"Biology",NA,6460,"1995",1
"1982",NA,"Biology",NA,4680,"1995",0
"1983",NA,"Biology",NA,15847,"1985",1
"1984",10,"Technology",5483872,13188,"1990",1
"1985",NA,"Biology",NA,5466,"1995",1
"1986",219,"Biology",NA,7948,"1990",1
"1987",6,"Biology",1889419,19941,"1990",1
"1988",9,"Medical",NA,8697,"1985",1
"1989",NA,"Medical",NA,10806,"1995",1
"1990",7,"Biology",290276,6914,"1995",1
"1991",NA,"Biology",NA,6962,"1985",1
"1992",NA,"Medical",NA,7161,"1980",1
"1993",8,"Medical",NA,9309,"1980",1
"1994",NA,"Medical",87157427,10743,"1990",1
"1995",69,"Technology",NA,1498,"1990",1
"1996",43,"Medical",NA,4182,"1985",1
"1997",43,"Medical",4711648,4947,"1990",1
"1998",NA,"Biology",3038907,8801,"1990",0
"1999",NA,"Biology",NA,4920,"1995",1
"2000",13,"Medical",NA,12026,"1980",1
"2001",NA,"Biology",NA,3790,"1995",1
"2002",13,"Medical",NA,9049,"1970",1
"2003",56,"Medical",NA,6911,"1990",1
"2004",8,"Biology",3277749,8522,"1990",1
"2005",NA,"Biology",NA,9043,"1985",1
"2006",23,"Biology",NA,6034,"1995",0
"2007",NA,"Biology",NA,7469,"1995",1
"2008",78,"Medical",NA,4401,"1980",1
"2009",NA,"Biology",NA,4535,"1985",1
"2010",73,"Biology",4280593,2138,"1995",1
"2011",7,"Biology",NA,2791,"1985",1
"2012",NA,"Biology",5521018,1979,"2000",1
"2013",NA,"Biology",NA,2441,"1975",1
"2014",NA,"Medical",NA,14745,"1985",1
"2015",NA,"Biology",NA,742,"1985",1
"2016",30,"Medical",NA,3913,"1975",1
"2017",16,"Medical",NA,2813,"1980",1
"2018",57,"Biology",NA,15328,"1980",0
"2019",NA,"Medical",NA,5678,"1980",1
"2020",1,"Medical",745778,8559,"1985",1
"2021",82,"Technology",NA,1038,"1990",1
"2022",13,"Medical",NA,11864,"1990",1
"2023",1,"Medical",7913195,22438,"1985",1
"2024",NA,"Biology",NA,23183,"1965",1
"2025",26,"Medical",5066987,7511,"1985",1
"2026",NA,"Biology",905233,7974,"1995",1
"2027",27,"Biology",NA,37048,"1970",1
"2028",NA,"Biology",NA,6904,"1985",1
"2029",84,"Medical",NA,11373,"1990",1
"2030",NA,"Medical",NA,27282,"1990",1
"2031",NA,"Medical",NA,8514,"1990",1
"2032",NA,"Biology",357743,4749,"1985",1
"2033",2,"Medical",NA,4858,"1985",1
"2034",NA,"Biology",NA,4423,"1990",1
"2035",98,"Biology",NA,1071,"1975",1
"2036",NA,"Biology",1457048,12496,"1980",1
"2037",NA,"Biology",3506909,7665,"1995",1
"2038",NA,"Biology",NA,1710,"1985",1
"2039",8,"Biology",NA,9899,"1990",1
"2040",13,"Biology",478552,1702,"1980",1
"2041",NA,"Biology",NA,2564,"1995",1
"2042",13,"Biology",41955,5934,"1985",1
"2043",NA,"Medical",NA,3408,"1985",1
"2044",196,"Biology",4227708,4560,"1980",1
"2045",NA,"Biology",NA,5827,"1985",1
"2046",NA,"Biology",NA,9064,"1990",1
"2047",12,"Medical",6115757,13005,"1965",1
"2048",3,"Medical",NA,32213,"1970",1
"2049",13,"Medical",17662707,6164,"1980",1
"2050",NA,"Medical",NA,3980,"1990",1
"2051",4,"Biology",8110192,20325,"1970",1
"2052",NA,"Medical",2092616,6220,"1975",1
"2053",NA,"Medical",NA,7645,"1990",1
"2054",26,"Biology",NA,12032,"1995",1
"2055",NA,"Biology",NA,2488,"1990",1
"2056",NA,"Biology",NA,10261,"1980",1
"2057",33,"Biology",529458,7440,"1980",1
"2058",146,"Biology",NA,5366,"1970",1
"2059",8,"Medical",47215879,10337,"1980",1
"2060",NA,"Biology",93116,4518,"1995",1
"2061",2,"Biology",23131529,20484,"1990",1
"2062",NA,"Biology",NA,1777,"1995",1
"2063",NA,"Biology",NA,64579,"1975",1
"2064",NA,"Biology",NA,3470,"1985",1
"2065",NA,"Biology",NA,5830,"1980",1
"2066",18,"Biology",66126712,9228,"1990",1
"2067",12,"Medical",1553975,19949,"1985",1
"2068",36,"Medical",NA,17650,"1975",1
"2069",46,"Biology",NA,2931,"1995",1
"2070",NA,"Medical",3370304,7193,"1995",1
"2071",2,"Medical",NA,20460,"1990",1
"2072",NA,"Biology",NA,3224,"2000",1
"2073",22,"Biology",NA,2864,"2000",0
"2074",7,"Biology",410205,4782,"1975",0
"2075",NA,"Biology",17554151,24613,"1980",0
"2076",NA,"Medical",6674049,12660,"1990",1
"2077",8,"Medical",NA,6793,"1975",1
"2078",22,"Biology",9575435,12803,"1990",1
"2079",NA,"Biology",48442831,1312,"1995",1
"2080",39,"Biology",2714228,1431,"1990",1
"2081",NA,"Medical",NA,4176,"1990",1
"2082",NA,"Biology",1154281,6168,"2005",1
"2083",39,"Biology",NA,3664,"1990",1
"2084",5,"Biology",NA,16047,"1975",1
"2085",7,"Biology",NA,11700,"1990",1
"2086",84,"Medical",NA,1810,"1985",0
"2087",81,"Biology",2234116,11582,"1990",1
"2088",NA,"Biology",NA,17417,"1985",1
"2089",NA,"Medical",3861302,2579,"1995",1
"2090",NA,"Medical",NA,4042,"1985",1
"2091",16,"Biology",66522,4829,"1985",1
"2092",3,"Medical",3853116,6254,"1995",1
"2093",6,"Biology",3730899,5366,"1990",1
"2094",65,"Medical",NA,3761,"1980",1
"2095",366,"Biology",NA,6023,"1995",1
"2096",NA,"Biology",322531,10516,"1990",1
"2097",38,"Medical",NA,15839,"1990",1
"2098",NA,"Biology",1282862,2479,"1985",1
"2099",NA,"Medical",111904,2037,"2000",1
"2100",NA,"Biology",NA,11706,"1990",1
"2101",106,"Biology",5016293,7174,"1990",1
"2102",56,"Medical",NA,2527,"1980",1
"2103",11,"Biology",NA,17830,"1985",1
"2104",6,"Biology",NA,14696,"1990",1
"2105",NA,"Biology",NA,3700,"1985",1
"2106",6,"Biology",NA,9085,"1975",1
"2107",13,"Biology",6902253,37964,"1985",1
"2108",22,"Biology",NA,12044,"1995",1
"2109",24,"Medical",46978,3031,"1980",1
"2110",23,"Biology",NA,7926,"1985",1
"2111",1,"Biology",2871525,30260,"1990",1
"2112",38,"Biology",NA,14983,"1985",1
"2113",NA,"Biology",NA,4442,"1990",1
"2114",NA,"Biology",NA,3863,"1970",0
"2115",84,"Medical",NA,2233,"2000",1
"2116",52,"Medical",276921,1265,"2000",1
"2117",NA,"Medical",NA,2914,"1990",1
"2118",13,"Medical",NA,21963,"1985",1
"2119",NA,"Biology",16268671,43096,"1970",1
"2120",190,"Biology",NA,3998,"1995",1
"2121",22,"Biology",NA,14965,"1995",1
"2122",NA,"Biology",NA,14479,"2000",1
"2123",43,"Medical",432714,6621,"1995",1
"2124",NA,"Medical",3690411,5550,"1990",1
"2125",38,"Medical",3097641,5095,"1970",1
"2126",NA,"Biology",465094,13856,"1985",1
"2127",NA,"Medical",NA,8228,"1990",1
"2128",NA,"Biology",NA,2586,"1985",1
"2129",142,"Biology",2393252,37881,"1975",1
"2130",NA,"Medical",6142315,12253,"1980",1
"2131",131,"Biology",686669,12636,"1980",0
"2132",13,"Medical",NA,42174,"1975",1
"2133",NA,"Technology",1826278,5056,"1995",1
"2134",13,"Medical",NA,1935,"1985",1
"2135",36,"Medical",28373559,46346,"1970",1
"2136",NA,"Biology",NA,4000,"1980",1
"2137",85,"Biology",1829066,8197,"1975",1
"2138",23,"Biology",NA,4215,"1995",1
"2139",17,"Biology",131459,21800,"1995",1
"2140",36,"Biology",786009,23027,"1980",1
"2141",16,"Biology",NA,14691,"1985",1
"2142",NA,"Biology",NA,9094,"1980",0
"2143",1,"Biology",NA,6895,"2000",1
"2144",NA,"Biology",NA,5757,"1990",1
"2145",13,"Medical",6024597,7972,"1970",1
"2146",43,"Medical",NA,13922,"1980",1
"2147",12,"Biology",NA,13577,"1980",1
"2148",178,"Biology",NA,6910,"1990",1
"2149",33,"Biology",3009661,4780,"1985",1
"2150",NA,"Biology",720410,2129,"2000",1
"2151",NA,"Biology",923238,23372,"1985",1
"2152",23,"Biology",NA,23966,"1990",1
"2153",NA,"Biology",NA,3112,"2000",1
"2154",21,"Biology",NA,4960,"1980",1
"2155",NA,"Medical",5687019,9561,"1990",1
"2156",NA,"Biology",3242414,3060,"1970",1
"2157",38,"Medical",NA,1864,"1980",1
"2158",112,"Biology",252391,7735,"1975",1
"2159",39,"Biology",264810,18397,"1975",1
"2160",36,"Medical",3481305,12201,"1975",1
"2161",1,"Medical",3156454,68451,"1990",1
"2162",366,"Biology",NA,5155,"1975",0
"2163",NA,"Medical",NA,12689,"1975",1
"2164",2,"Medical",NA,5740,"1980",1
"2165",152,"Biology",NA,2185,"1990",1
"2166",22,"Biology",NA,10079,"1985",1
"2167",NA,"Biology",NA,32162,"1970",1
"2168",169,"Biology",2146828,22981,"1975",1
"2169",48,"Medical",NA,11862,"1985",1
"2170",3,"Medical",NA,6688,"1970",1
"2171",NA,"Biology",NA,11292,"1990",1
"2172",NA,"Biology",100639842,15173,"1980",1
"2173",96,"Biology",NA,14651,"1975",1
"2174",NA,"Biology",NA,9002,"1975",1
"2175",12,"Medical",NA,7938,"1980",1
"2176",12,"Medical",NA,3780,"1985",1
"2177",111,"Biology",NA,12870,"1980",1
"2178",16,"Biology",NA,15926,"1980",1
"2179",NA,"Biology",NA,10025,"1990",1
"2180",41,"Biology",19798427,15166,"1975",1
"2181",13,"Medical",NA,11797,"1975",1
"2182",16,"Technology",1845791,2824,"1975",1
"2183",2,"Medical",16014375,23875,"1980",1
"2184",16,"Biology",NA,24229,"1980",1
"2185",99,"Biology",NA,25497,"1985",1
"2186",NA,"Biology",NA,6300,"1990",1
"2187",NA,"Medical",NA,13928,"1990",1
"2188",NA,"Medical",NA,8613,"1980",1
"2189",105,"Medical",1962284,2665,"1985",1
"2190",3,"Medical",NA,1858,"2000",1
"2191",NA,"Biology",NA,57141,"1990",1
"2192",NA,"Biology",NA,4732,"1960",0
"2193",23,"Biology",NA,30162,"1980",1
"2194",22,"Medical",NA,3174,"1990",1
"2195",53,"Biology",737400,15487,"1980",1
"2196",6,"Biology",NA,16584,"1980",1
"2197",NA,"Biology",416574,12499,"1975",1
"2198",NA,"Biology",NA,4737,"1995",1
"2199",12,"Medical",199639,4082,"1985",1
"2200",18,"Biology",29949938,11755,"1975",1
"2201",13,"Biology",NA,16769,"1980",1
"2202",NA,"Biology",351426,5464,"1995",1
"2203",NA,"Biology",956213,5053,"1990",1
"2204",NA,"Biology",NA,30069,"1975",1
"2205",NA,"Biology",NA,3249,"1990",0
"2206",NA,"Technology",4982691,8515,"1990",1
"2207",99,"Biology",490314,25954,"1980",1
"2208",NA,"Biology",20189627,13437,"1980",1
"2209",NA,"Medical",NA,3583,"1990",0
"2210",23,"Biology",1736285,8357,"1985",1
"2211",142,"Biology",5710184,1953,"1995",1
"2212",51,"Biology",NA,26206,"1985",1
"2213",8,"Biology",NA,7592,"1990",0
"2214",NA,"Medical",56121,16544,"1985",1
"2215",285,"Biology",NA,18348,"1975",0
"2216",13,"Medical",NA,7130,"1970",1
"2217",56,"Medical",NA,7619,"1990",1
"2218",13,"Medical",NA,7742,"1990",1
"2219",6,"Biology",31568149,15725,"1990",1
"2220",NA,"Biology",20684465,21545,"1990",1
"2221",70,"Medical",NA,7461,"1975",1
"2222",NA,"Biology",NA,10142,"1995",1
"2223",NA,"Biology",NA,2702,"1995",0
"2224",9,"Technology",1243718,25424,"1990",1
"2225",NA,"Medical",NA,3937,"1985",0
"2226",48,"Medical",NA,9993,"1970",1
"2227",43,"Medical",4935973,5553,"1985",1
"2228",NA,"Biology",NA,19361,"1980",1
"2229",27,"Medical",63589,15136,"1990",1
"2230",12,"Medical",NA,2566,"1990",1
"2231",NA,"Medical",4164564,2048,"2000",1
"2232",90,"Biology",NA,3056,"1995",1
"2233",6,"Biology",NA,28702,"1985",1
"2234",16,"Biology",NA,5552,"1990",1
"2235",96,"Biology",426251,16640,"1985",1
"2236",NA,"Medical",NA,26822,"1980",1
"2237",72,"Medical",NA,4107,"1985",1
"2238",62,"Biology",NA,2966,"1965",1
"2239",NA,"Biology",NA,6449,"1980",1
"2240",NA,"Biology",236736,8520,"1985",1
"2241",43,"Medical",NA,6452,"1995",1
"2242",9,"Biology",7616894,34483,"1990",1
"2243",142,"Biology",NA,16135,"1990",1
"2244",19,"Medical",NA,22865,"1990",1
"2245",52,"Medical",NA,7992,"1990",1
"2246",13,"Medical",NA,6403,"1980",1
"2247",NA,"Biology",NA,2354,"1995",1
"2248",NA,"Biology",30258875,16613,"1990",1
"2249",NA,"Biology",28041555,11308,"1975",1
"2250",26,"Biology",NA,21318,"1970",1
"2251",NA,"Medical",NA,6939,"1985",1
"2252",22,"Biology",NA,5889,"2000",1
"2253",24,"Medical",NA,4071,"1980",1
"2254",36,"Medical",NA,3217,"1990",1
"2255",72,"Medical",47387,7358,"1970",1
"2256",8,"Medical",985413,9124,"1985",1
"2257",6,"Biology",698856,5777,"1975",1
"2258",NA,"Biology",NA,6261,"1995",1
"2259",NA,"Medical",120399,2809,"1980",1
"2260",NA,"Medical",NA,2914,"1985",1
"2261",210,"Biology",9713217,5104,"1980",1
"2262",16,"Medical",NA,8058,"1975",1
"2263",47,"Biology",12244630,27015,"1995",1
"2264",33,"Biology",33372,11147,"1980",0
"2265",NA,"Biology",3484934,5889,"1985",0
"2266",6,"Biology",NA,12536,"1990",1
"2267",9,"Biology",NA,5312,"1990",1
"2268",38,"Technology",1767137,12317,"1985",1
"2269",60,"Biology",NA,6484,"2000",1
"2270",NA,"Biology",NA,13444,"1985",1
"2271",1,"Medical",NA,17735,"1990",1
"2272",NA,"Biology",NA,9913,"1995",1
"2273",90,"Biology",11830543,3964,"1985",1
"2274",NA,"Biology",NA,10200,"1995",1
"2275",96,"Biology",11431675,6505,"1985",0
"2276",NA,"Medical",68412362,16887,"1990",1
"2277",NA,"Biology",NA,11935,"1980",1
"2278",NA,"Medical",NA,370,"2000",0
"2279",103,"Biology",4105786,20941,"1975",1
"2280",36,"Biology",154555,5772,"1980",0
"2281",57,"Biology",NA,9530,"1985",1
"2282",NA,"Biology",NA,22529,"1990",1
"2283",1,"Medical",4295591,26621,"1970",1
"2284",13,"Biology",824519,8262,"1970",1
"2285",6,"Biology",NA,21638,"1970",1
"2286",NA,"Medical",NA,6023,"1980",1
"2287",NA,"Medical",2333563,28947,"1985",1
"2288",85,"Medical",NA,5453,"1985",1
"2289",13,"Biology",NA,19195,"1990",1
"2290",NA,"Biology",NA,13029,"1980",1
"2291",NA,"Medical",2757520,28572,"1980",1
"2292",36,"Medical",NA,4848,"1980",1
"2293",13,"Medical",NA,10568,"1980",1
"2294",218,"Medical",NA,6524,"1980",1
"2295",NA,"Medical",NA,1460,"1990",1
"2296",13,"Biology",7760146,2497,"1990",1
"2297",NA,"Biology",NA,4834,"2000",1
"2298",NA,"Biology",NA,3972,"1985",1
"2299",26,"Biology",NA,1395,"2010",1
"2300",NA,"Medical",NA,1339,"1995",1
"2301",NA,"Medical",NA,18190,"1985",1
"2302",NA,"Medical",NA,6152,"1980",1
"2303",NA,"Biology",NA,60301,"1975",1
"2304",88,"Biology",NA,4678,"1970",1
"2305",43,"Technology",NA,2520,"1980",1
"2306",NA,"Medical",9738785,12473,"1985",1
"2307",NA,"Biology",NA,10454,"1970",1
"2308",NA,"Medical",NA,17977,"1975",1
"2309",NA,"Biology",299471,16094,"1975",1
"2310",NA,"Biology",14091398,13603,"1985",1
"2311",NA,"Biology",14354472,15242,"1965",1
"2312",NA,"Medical",472022,2817,"1970",1
"2313",NA,"Biology",NA,13811,"1970",1
"2314",NA,"Biology",NA,5165,"1980",1
"2315",6,"Medical",NA,6756,"1970",1
"2316",NA,"Biology",NA,17353,"1995",1
"2317",NA,"Medical",NA,5963,"1980",1
"2318",NA,"Biology",NA,3024,"1985",0
"2319",NA,"Biology",NA,19463,"1995",1
"2320",NA,"Biology",8769722,4874,"1995",1
"2321",NA,"Medical",2399611,6945,"1995",1
"2322",NA,"Medical",1273269,17175,"1985",1
"2323",8,"Medical",NA,2474,"2000",1
"2324",30,"Medical",671793,10972,"1965",1
"2325",62,"Biology",3490490,4914,"1980",1
"2326",NA,"Biology",NA,6918,"1980",1
"2327",90,"Medical",NA,6518,"1975",1
"2328",NA,"Biology",NA,497,"2000",1
"2329",12,"Medical",20255,9782,"1965",1
"2330",43,"Medical",NA,206,"1995",1
"2331",NA,"Medical",NA,8370,"1985",1
"2332",NA,"Medical",NA,3451,"1980",1
"2333",308,"Biology",NA,4473,"1975",1
"2334",9,"Medical",NA,4124,"1990",0
"2335",50,"Medical",NA,7887,"1990",1
"2336",49,"Technology",2931227,7993,"1980",1
"2337",NA,"Biology",NA,46308,"1985",1
"2338",50,"Medical",234103,6732,"1985",1
"2339",NA,"Medical",NA,15171,"2000",1
"2340",2,"Medical",NA,10625,"1980",1
"2341",NA,"Biology",NA,6185,"1985",1
"2342",12,"Medical",NA,13563,"1965",1
"2343",NA,"Biology",NA,6765,"1985",0
"2344",NA,"Biology",909229,21436,"1990",1
"2345",16,"Medical",NA,14196,"1980",1
"2346",13,"Medical",NA,17910,"1980",1
"2347",NA,"Biology",NA,3273,"1980",1
"2348",38,"Biology",7432063,18073,"1990",1
"2349",26,"Biology",308913,2564,"2000",1
"2350",27,"Biology",17078399,9122,"1990",0
"2351",24,"Medical",NA,5015,"1970",1
"2352",NA,"Medical",NA,4695,"2000",1
"2353",NA,"Biology",5894206,9882,"1980",1
"2354",1,"Medical",NA,8631,"1995",1
"2355",NA,"Medical",NA,592,"1995",0
"2356",NA,"Medical",NA,3066,"1980",1
"2357",1,"Medical",672645,6403,"1990",1
"2358",16,"Biology",NA,14469,"1985",1
"2359",46,"Biology",NA,3370,"1995",1
"2360",NA,"Medical",NA,8298,"1980",1
"2361",85,"Biology",10381378,3867,"1980",1
"2362",6,"Biology",NA,13672,"1985",1
"2363",13,"Biology",10535990,11952,"1990",1
"2364",NA,"Biology",NA,16295,"1985",1
"2365",48,"Biology",505494,1116,"1985",1
"2366",27,"Biology",NA,32748,"1980",1
"2367",67,"Medical",1102829,9473,"1980",1
"2368",3,"Medical",NA,9918,"1985",1
"2369",78,"Medical",2623215,11445,"1985",1
"2370",NA,"Biology",11483980,19224,"1980",1
"2371",24,"Medical",NA,849,"2000",0
"2372",45,"Biology",6043695,30748,"1990",1
"2373",NA,"Biology",NA,16539,"1980",1
"2374",78,"Medical",NA,5293,"1995",1
"2375",NA,"Biology",NA,6021,"1975",1
"2376",56,"Medical",NA,2949,"1985",1
"2377",27,"Medical",5723581,44666,"1980",1
"2378",8,"Biology",NA,12822,"1965",1
"2379",6,"Biology",NA,9851,"1985",1
"2380",131,"Biology",NA,6409,"1980",1
"2381",30,"Medical",NA,2382,"1995",1
"2382",6,"Biology",23415318,16650,"1985",1
"2383",24,"Medical",NA,30869,"1995",1
"2384",38,"Medical",1882559,1436,"2000",1
"2385",26,"Biology",NA,4816,"1995",1
"2386",78,"Medical",3734340,20401,"1985",1
"2387",3,"Biology",NA,8555,"1995",1
"2388",NA,"Medical",17221902,22077,"1980",1
"2389",NA,"Biology",38770399,53703,"1995",1
"2390",2,"Medical",NA,39089,"1990",1
"2391",62,"Biology",NA,5136,"1985",1
"2392",33,"Biology",4974684,9703,"1980",1
"2393",NA,"Biology",NA,8250,"1990",1
"2394",19,"Medical",978492,15458,"1985",1
"2395",12,"Medical",NA,15150,"1975",1
"2396",NA,"Biology",NA,7813,"1990",1
"2397",NA,"Medical",NA,1104,"1980",1
"2398",NA,"Medical",NA,8522,"1995",1
"2399",NA,"Biology",28584389,7625,"1975",1
"2400",78,"Medical",NA,5045,"1980",1
"2401",NA,"Biology",NA,11096,"1975",0
"2402",93,"Biology",NA,37723,"1980",1
"2403",NA,"Medical",NA,7692,"1990",1
"2404",190,"Biology",NA,9938,"2000",1
"2405",312,"Biology",24117823,5446,"1975",1
"2406",124,"Technology",830755,1033,"1985",1
"2407",NA,"Medical",NA,6694,"1990",1
"2408",9,"Biology",NA,2504,"2000",1
"2409",NA,"Medical",16672438,20137,"1985",1
"2410",NA,"Biology",NA,30000,"1970",1
"2411",6,"Biology",NA,14124,"1980",1
"2412",3,"Biology",1130583,33609,"1980",1
"2413",56,"Medical",NA,6300,"1990",1
"2414",9,"Medical",NA,2620,"1985",1
"2415",NA,"Biology",NA,17666,"1980",1
"2416",NA,"Biology",NA,8977,"1990",1
"2417",NA,"Technology",1137400,5976,"1995",1
"2418",1,"Biology",343290,9964,"1980",1
"2419",NA,"Medical",NA,3265,"1985",1
