Id,Label,timeset,dept_rank,cip_category,total_deflated_dollar_2010,citations,y_05,cd,pageranks
1560,,,NA,Medical,NA,3522,2000,1,0.00013
1561,,,13,Medical,NA,4359,1995,1,0.00013
1562,,,26,Medical,NA,16731,1995,1,0.00013
1563,,,NA,Technology,2328820,11310,1995,1,0.00013
1564,,,NA,Medical,NA,2436,2000,1,0.00013
1565,,,NA,Biology,NA,6321,2000,1,0.00013
1566,,,30,Medical,NA,1370,2000,1,0.00013
1567,,,NA,Medical,NA,5520,2000,1,0.00013
1568,,,190,Biology,NA,3253,1995,1,0.00013
1569,,,NA,Medical,NA,11543,1995,1,0.00013
1570,,,3,Medical,NA,1075,2000,1,0.00013
1571,,,NA,Biology,NA,14908,2000,1,0.00013
1572,,,3,Medical,NA,1253,1995,1,0.00013
1573,,,16,Biology,NA,1235,1995,1,0.00013
1574,,,NA,Biology,NA,2700,1995,1,0.00013
1575,,,75,Medical,NA,1836,1970,1,0.00013
1576,,,NA,Biology,39677,3404,1990,1,0.00013
1577,,,NA,Medical,NA,2131,1995,1,0.000482
1578,,,52,Medical,NA,769,1985,0,0.00013
1579,,,43,Medical,12754944,11470,1995,1,0.00013
1580,,,13,Biology,NA,1955,1985,1,0.000497
1581,,,8,Medical,NA,6371,1995,1,0.00013
1582,,,43,Medical,321086,2470,1990,1,0.00013
1583,,,57,Biology,842988,40020,1990,1,0.000318
1584,,,3,Medical,2630823,3753,1990,1,0.00013
1585,,,NA,Biology,NA,5398,2000,1,0.00013
1586,,,NA,Medical,482866,2958,2000,1,0.000574
1587,,,NA,Medical,NA,3477,2000,1,0.00013
1588,,,36,Medical,NA,4531,2000,1,0.00013
1589,,,33,Biology,20167944,16127,1990,1,0.00013
1590,,,9,Technology,1601259,6773,2000,1,0.00013
1591,,,7,Biology,NA,1260,1975,1,0.00013
1592,,,16,Medical,731381,1900,2000,1,0.00013
1593,,,38,Biology,NA,5180,2000,1,0.00013
1594,,,1,Biology,NA,3731,1990,0,0.000501
1595,,,NA,Biology,NA,3132,2000,1,0.00013
1596,,,65,Medical,NA,2043,1990,1,0.00013
1597,,,NA,Biology,NA,2453,1995,1,0.00013
1598,,,57,Biology,NA,1948,1995,1,0.00013
1599,,,376,Biology,2414621,1328,2000,1,0.00013
1600,,,75,Medical,NA,2103,1995,1,0.00013
1601,,,43,Medical,NA,4727,1995,1,0.00013
1602,,,NA,Biology,NA,2705,2000,1,0.00013
1603,,,NA,Biology,4219509,14305,2000,1,0.00013
1604,,,NA,Medical,8106312,1604,2000,0,0.00013
1605,,,65,Biology,3656760,3106,1995,1,0.00013
1606,,,NA,Biology,NA,4606,1995,0,0.00013
1607,,,19,Medical,NA,2172,1995,1,0.00013
1608,,,90,Biology,NA,1245,1995,1,0.00013
1609,,,12,Medical,NA,28285,2000,1,0.001061
1610,,,9,Technology,206456,3736,2000,1,0.00013
1611,,,13,Medical,NA,9401,1995,1,0.00013
1612,,,30,Medical,2802923,5436,1995,1,0.00013
1613,,,NA,Medical,NA,1907,2000,1,0.00013
1614,,,57,Biology,NA,6946,1995,1,0.000622
1615,,,7,Biology,8188056,5769,1995,0,0.00013
1616,,,NA,Medical,NA,3424,2000,1,0.00013
1617,,,6,Biology,NA,753,2000,1,0.00013
1618,,,13,Medical,11151860,3088,1995,1,0.00013
1619,,,NA,Biology,699792,2053,1990,0,0.00013
1620,,,NA,Biology,NA,2239,2000,1,0.00013
1621,,,NA,Technology,NA,1919,1995,1,0.00013
1622,,,2,Medical,2132079,4265,1990,1,0.00013
1623,,,NA,Medical,NA,11655,1990,1,0.00013
1624,,,13,Medical,NA,1001,2010,1,0.00013
1625,,,60,Medical,NA,1147,1995,1,0.00013
1626,,,NA,Medical,NA,1379,1995,1,0.00013
1627,,,NA,Biology,NA,5695,2000,1,0.00013
1628,,,NA,Medical,3877585,4709,2000,1,0.00013
1629,,,84,Medical,107305,4176,2000,1,0.00013
1630,,,13,Medical,8065976,2043,1990,1,0.00013
1631,,,NA,Medical,1506097,1261,2000,1,0.000441
1632,,,NA,Medical,NA,2660,1995,1,0.00013
1633,,,NA,Medical,NA,2592,2000,1,0.000481
1634,,,73,Biology,NA,5177,1990,1,0.00013
1635,,,NA,Biology,NA,6528,2000,1,0.000331
1636,,,75,Medical,NA,1807,1995,1,0.00013
1637,,,1,Biology,318616,23558,1995,1,0.00115
1638,,,175,Biology,NA,480,2000,1,0.00013
1639,,,NA,Medical,NA,7465,1995,1,0.00013
1640,,,131,Biology,NA,1580,1995,1,0.00013
1641,,,15,Biology,NA,1334,1995,1,0.000473
1642,,,NA,Biology,NA,2494,1990,1,0.00013
1643,,,30,Medical,NA,1588,1995,1,0.00013
1644,,,103,Biology,NA,301,1985,1,0.00013
1645,,,NA,Medical,NA,4936,1995,1,0.00013
1646,,,142,Biology,392632,6573,2000,1,0.00013
1647,,,78,Medical,NA,1192,2000,1,0.00013
1648,,,NA,Biology,NA,179,2015,1,0.000409
1649,,,84,Medical,NA,3396,2000,1,0.00013
1650,,,NA,Biology,NA,2426,1985,1,0.00013
1651,,,304,Biology,NA,2391,1990,0,0.00013
1652,,,NA,Biology,NA,6859,1995,1,0.00013
1653,,,4,Biology,15507406,6273,1995,1,0.00013
1654,,,NA,Biology,NA,2448,1990,1,0.00013
1655,,,NA,Medical,454301,6819,1990,1,0.000481
1656,,,23,Biology,NA,9267,1990,1,0.00013
1657,,,26,Medical,NA,7086,1990,1,0.000325
1658,,,NA,Biology,NA,1795,1990,0,0.00013
1659,,,NA,Biology,NA,7731,1995,1,0.00013
1660,,,17,Biology,4912680,6001,1990,1,0.00013
1661,,,84,Biology,NA,4958,1995,1,0.00013
1662,,,27,Biology,5559677,12020,1995,1,0.00013
1663,,,182,Biology,NA,2308,1990,1,0.00013
1664,,,NA,Medical,18548742,3602,1985,1,0.00013
1665,,,9,Medical,NA,4494,1995,1,0.000379
1666,,,38,Medical,NA,1509,1980,1,0.00013
1667,,,188,Biology,NA,4132,1990,1,0.00013
1668,,,NA,Biology,NA,4393,1995,1,0.00013
1669,,,NA,Medical,NA,2684,1990,1,0.00013
1670,,,6,Biology,NA,6269,1990,1,0.00013
1671,,,23,Biology,NA,2782,1995,1,0.00013
1672,,,13,Medical,NA,3546,1990,1,0.00013
1673,,,36,Biology,NA,1608,1990,1,0.00013
1674,,,17,Biology,44553,21399,1990,1,0.000445
1675,,,NA,Biology,NA,9172,1995,1,0.00013
1676,,,NA,Biology,NA,1845,1990,0,0.00013
1677,,,1,Medical,NA,16623,2000,1,0.000579
1678,,,169,Biology,NA,3817,1990,1,0.00013
1679,,,NA,Biology,NA,115654,1985,1,0.000994
1680,,,NA,Biology,849063,9721,2000,1,0.00013
1681,,,39,Biology,5658190,3927,1995,1,0.000409
1682,,,7,Biology,NA,7209,1985,1,0.000671
1683,,,43,Medical,NA,1944,1990,1,0.00013
1684,,,NA,Biology,NA,9282,1990,1,0.00013
1685,,,NA,Biology,NA,18182,1995,1,0.000409
1686,,,NA,Medical,NA,5131,1995,1,0.00244
1687,,,NA,Medical,NA,3831,1995,1,0.00013
1688,,,22,Biology,31842964,11164,1985,1,0.00013
1689,,,70,Medical,NA,6570,2000,1,0.000409
1690,,,2,Medical,NA,8177,1995,1,0.00013
1691,,,NA,Medical,7800801,6661,1990,1,0.00013
1692,,,38,Medical,NA,1039,1995,1,0.00013
1693,,,93,Biology,NA,13481,1990,1,0.000903
1694,,,NA,Medical,NA,8453,1995,1,0.000611
1695,,,NA,Medical,NA,4462,2000,0,0.00013
1696,,,NA,Medical,NA,6989,1995,1,0.00013
1697,,,7,Biology,NA,6918,1995,1,0.00013
1698,,,9,Biology,NA,19283,1970,1,0.00013
1699,,,60,Medical,NA,1382,1980,1,0.00013
1700,,,3,Medical,NA,3225,1990,1,0.00013
1701,,,NA,Biology,NA,2227,1990,1,0.00013
1702,,,NA,Biology,NA,1546,1980,1,0.00013
1703,,,159,Biology,NA,4079,1990,1,0.00013
1704,,,NA,Biology,NA,3031,1995,1,0.00013
1705,,,54,Biology,NA,5540,1980,1,0.00013
1706,,,NA,Medical,NA,3957,1990,1,0.00013
1707,,,47,Biology,NA,5631,1995,1,0.000458
1708,,,NA,Medical,NA,6981,1990,1,0.00013
1709,,,1,Biology,NA,4364,1995,1,0.000497
1710,,,NA,Biology,NA,8159,2000,1,0.00013
1711,,,NA,Medical,NA,2742,1995,1,0.00013
1712,,,NA,Biology,506948,8170,1990,1,0.000372
1713,,,NA,Biology,NA,10420,1990,1,0.000414
1714,,,22,Technology,NA,6635,1990,1,0.000622
1715,,,23,Biology,620564,3299,1975,1,0.00013
1716,,,NA,Technology,849050,3504,1990,1,0.00013
1717,,,43,Medical,6093265,5529,1985,1,0.00013
1718,,,NA,Medical,NA,3666,1980,1,0.00013
1719,,,NA,Biology,NA,3399,1995,1,0.000611
1720,,,7,Biology,506289,2452,1985,1,0.00013
1721,,,285,Biology,1031535,2773,1990,0,0.00013
1722,,,85,Biology,5313214,3607,1980,1,0.00013
1723,,,121,Biology,NA,5025,1990,1,0.00013
1724,,,196,Biology,5587271,9445,1990,1,0.00013
1725,,,93,Biology,NA,10994,1995,1,0.000866
1726,,,8,Biology,NA,3202,1995,1,0.00013
1727,,,43,Medical,NA,4714,1985,1,0.00013
1728,,,NA,Biology,NA,3934,1995,1,0.00013
1729,,,NA,Biology,NA,2509,1995,1,0.00013
1730,,,82,Medical,NA,1941,1985,1,0.00013
1731,,,84,Medical,4693259,16634,2000,1,0.00013
1732,,,93,Biology,NA,4099,1995,1,0.00013
1733,,,NA,Biology,NA,2684,1995,1,0.00013
1734,,,150,Medical,27344,10236,1985,1,0.00013
1735,,,6,Biology,498673,6911,1995,1,0.00013
1736,,,NA,Biology,NA,4263,1995,1,0.00013
1737,,,43,Medical,6622627,2711,1995,1,0.00013
1738,,,NA,Medical,NA,2725,1980,1,0.00013
1739,,,NA,Biology,10441679,4783,2000,1,0.00013
1740,,,6,Medical,NA,14073,1995,1,0.000859
1741,,,NA,Medical,436283,0,1990,1,0.00013
1742,,,10,Biology,2684624,2222,1995,1,0.00013
1743,,,NA,Biology,NA,1863,1985,1,0.00013
1744,,,17,Biology,2871685,12754,1995,1,0.00013
1745,,,38,Biology,NA,768,1990,1,0.000399
1746,,,NA,Biology,NA,6569,2000,1,0.00013
1747,,,93,Biology,NA,1544,2000,1,0.00013
1748,,,NA,Biology,NA,2754,1990,1,0.00013
1749,,,13,Medical,NA,1087,1995,1,0.00013
1750,,,NA,Medical,902153,5111,1985,1,0.00013
1751,,,57,Biology,NA,2837,1985,1,0.000414
1752,,,NA,Biology,3498,5286,1995,1,0.000409
1753,,,23,Biology,NA,9270,1995,1,0.000445
1754,,,13,Medical,39541240,10624,1995,1,0.000438
1755,,,NA,Biology,NA,6761,1980,1,0.00013
1756,,,NA,Biology,NA,3161,2000,1,0.00013
1757,,,67,Technology,142848,2160,1995,1,0.00013
1758,,,NA,Biology,5696765,16451,1990,1,0.000409
1759,,,NA,Medical,NA,657,1995,0,0.00013
1760,,,NA,Biology,NA,710,2000,1,0.00013
1761,,,60,Medical,NA,5108,1980,1,0.00013
1762,,,3,Medical,NA,1171,1985,1,0.00013
1763,,,NA,Medical,NA,7593,1980,1,0.000414
1764,,,NA,Biology,NA,43169,1980,1,0.000372
1765,,,NA,Biology,NA,18333,1985,1,0.000331
1766,,,NA,Biology,NA,32499,2000,1,0.00052
1767,,,325,Biology,1620216,8144,1995,1,0.00013
1768,,,NA,Medical,47302,4252,1995,1,0.00013
1769,,,56,Medical,NA,866,1995,0,0.00013
1770,,,136,Biology,NA,4622,1990,1,0.00013
1771,,,NA,Technology,NA,8244,1995,1,0.00013
1772,,,8,Biology,27922792,11009,1990,1,0.000889
1773,,,4,Biology,NA,1252,1995,1,0.000379
1774,,,NA,Biology,NA,2272,1990,1,0.00013
1775,,,2,Medical,NA,3149,1995,1,0.00013
1776,,,NA,Biology,NA,2481,1990,1,0.00013
1777,,,26,Medical,NA,3114,1980,1,0.00013
1778,,,123,Biology,NA,2384,1990,1,0.00013
1779,,,33,Biology,NA,2244,1990,1,0.000601
1780,,,NA,Biology,NA,6776,1980,1,0.00013
1781,,,NA,Medical,NA,2634,1995,1,0.000409
1782,,,53,Biology,1570737,7646,1995,1,0.00013
1783,,,36,Medical,NA,3552,2000,1,0.00013
1784,,,26,Biology,NA,4167,1995,1,0.00013
1785,,,NA,Technology,NA,3665,1990,1,0.00013
1786,,,27,Biology,7985610,8939,1995,1,0.00013
1787,,,190,Biology,NA,3890,1995,0,0.00013
1788,,,7,Biology,NA,2253,1975,1,0.00013
1789,,,NA,Biology,NA,2281,1990,0,0.00013
1790,,,3,Biology,67758,5522,2000,1,0.000399
1791,,,108,Medical,2854169,1477,1995,1,0.00013
1792,,,13,Medical,12070875,4647,1990,1,0.000372
1793,,,NA,Medical,NA,12927,1990,1,0.00013
1794,,,73,Biology,NA,4223,1975,1,0.00013
1795,,,172,Biology,43655809,4369,1990,1,0.000446
1796,,,NA,Biology,5754618,7033,1995,1,0.00013
1797,,,NA,Technology,NA,4700,1995,1,0.000331
1798,,,17,Biology,463960,4466,1995,0,0.00013
1799,,,146,Biology,NA,5625,1995,1,0.00013
1800,,,NA,Biology,NA,1715,1990,1,0.00013
1801,,,17,Biology,NA,4518,1990,1,0.00013
1802,,,18,Biology,20398737,14890,1995,1,0.00013
1803,,,NA,Biology,10067754,8734,1990,1,0.00013
1804,,,247,Biology,NA,2473,1980,1,0.00013
1805,,,152,Biology,NA,351,2010,1,0.00013
1806,,,13,Medical,NA,7304,1995,1,0.00013
1807,,,52,Biology,3459195,3611,1995,1,0.00013
1808,,,NA,Biology,NA,1301,2000,1,0.00013
1809,,,NA,Biology,NA,10490,1995,1,0.00013
1810,,,13,Medical,8900135,3659,1990,1,0.000318
1811,,,NA,Medical,NA,1800,1990,0,0.00013
1812,,,19,Medical,NA,10084,1985,1,0.00013
1813,,,NA,Biology,NA,3292,1985,0,0.00013
1814,,,9,Biology,14825896,15861,1990,1,0.00013
1815,,,12,Medical,4096131,3215,1995,1,0.00013
1816,,,NA,Biology,3561669,4329,1995,1,0.00013
1817,,,62,Biology,NA,3055,1985,1,0.00013
1818,,,NA,Medical,NA,3570,1975,1,0.00013
1819,,,60,Medical,21161071,7390,1990,1,0.00013
1820,,,16,Medical,NA,5442,1975,1,0.000372
1821,,,38,Biology,NA,8797,1985,1,0.00013
1822,,,57,Biology,10291621,12270,1990,1,0.00013
1823,,,81,Biology,29727,4754,1985,1,0.00013
1824,,,46,Medical,NA,6444,1985,1,0.000404
1825,,,14,Biology,NA,7145,1990,1,0.00013
1826,,,8,Biology,2666389,7053,1990,0,0.00013
1827,,,57,Biology,NA,1328,1995,1,0.000399
1828,,,NA,Biology,NA,3893,1980,1,0.00013
1829,,,142,Biology,4820857,24763,1985,0,0.00013
1830,,,13,Biology,NA,9260,1990,1,0.00013
1831,,,304,Biology,3404186,10155,1985,1,0.00013
1832,,,22,Medical,NA,2721,1980,1,0.00013
1833,,,NA,Biology,2377736,4134,1990,1,0.00013
1834,,,13,Biology,NA,6465,1990,1,0.00013
1835,,,65,Medical,NA,6934,1980,1,0.00013
1836,,,106,Biology,NA,10405,2000,1,0.00013
1837,,,NA,Biology,NA,4182,1995,1,0.00013
1838,,,NA,Technology,340702,3804,2000,1,0.000426
1839,,,16,Biology,2487598,6506,1995,1,0.000445
1840,,,56,Medical,NA,2842,1990,1,0.00013
1841,,,22,Medical,252111,7446,1995,1,0.00013
1842,,,NA,Medical,NA,1991,1980,1,0.00013
1843,,,3,Medical,NA,18363,1995,1,0.00013
1844,,,NA,Biology,NA,2609,2005,1,0.000409
1845,,,NA,Biology,NA,3411,1995,1,0.00013
1846,,,13,Medical,4276236,5082,1995,1,0.00013
1847,,,26,Biology,NA,7035,1990,1,0.00013
1848,,,16,Biology,75737,3655,2005,1,0.00013
1849,,,24,Medical,NA,331,2000,0,0.00013
1850,,,85,Biology,17082320,9912,1995,1,0.000325
1851,,,2,Biology,2632207,4745,1995,1,0.00013
1852,,,304,Biology,2258221,2234,1990,1,0.00013
1853,,,NA,Biology,NA,4759,1995,0,0.00013
1854,,,62,Biology,NA,5456,1975,1,0.00013
1855,,,9,Medical,NA,6391,1985,1,0.00013
1856,,,2,Medical,NA,7859,1985,1,0.00013
1857,,,21,Biology,4205267,1902,1995,1,0.000414
1858,,,NA,Biology,NA,32932,2000,1,0.00115
1859,,,NA,Biology,1441224,4459,1995,1,0.00013
1860,,,NA,Medical,1735675,6637,1995,1,0.00013
1861,,,99,Biology,NA,971,2005,1,0.00013
1862,,,8,Biology,9288031,22444,1995,1,0.00091
1863,,,NA,Biology,NA,11615,2010,1,0.001523
1864,,,13,Medical,NA,141312,1985,1,0.000725
1865,,,NA,Biology,1875205,7012,2000,1,0.00013
1866,,,NA,Medical,NA,4402,1980,1,0.00013
1867,,,NA,Medical,NA,13490,1995,1,0.00013
1868,,,26,Biology,NA,3625,1985,1,0.00013
1869,,,26,Biology,NA,5824,1985,1,0.000409
1870,,,16,Medical,1478872,2069,1990,1,0.000377
1871,,,NA,Medical,NA,3540,1985,1,0.00013
1872,,,NA,Biology,212297,1756,1980,1,0.00013
1873,,,121,Biology,5451225,7859,1995,1,0.00013
1874,,,NA,Medical,NA,3381,1995,1,0.00013
1875,,,2,Medical,166690,35110,1980,1,0.00013
1876,,,NA,Biology,NA,4936,1980,1,0.00013
1877,,,21,Biology,49634596,19779,1975,1,0.00013
1878,,,NA,Medical,NA,3005,1995,1,0.00013
1879,,,NA,Medical,1294367,25880,1985,1,0.000331
1880,,,NA,Medical,NA,5262,1980,1,0.00013
1881,,,33,Biology,1472663,1072,1995,1,0.00013
1882,,,112,Biology,5030313,4344,1990,1,0.000404
1883,,,NA,Biology,NA,3754,1985,0,0.00013
1884,,,6,Biology,NA,11646,1995,1,0.00013
1885,,,NA,Biology,NA,2727,1990,1,0.00013
1886,,,27,Medical,NA,5020,1990,1,0.000399
1887,,,NA,Biology,NA,9216,1990,1,0.00013
1888,,,20,Technology,NA,18764,1990,1,0.00013
1889,,,NA,Biology,NA,3347,1990,1,0.00013
1890,,,NA,Medical,NA,1376,1980,1,0.00013
1891,,,38,Medical,930677,9422,1995,1,0.00013
1892,,,NA,Biology,NA,12493,2000,1,0.000409
1893,,,6,Medical,NA,12028,1990,1,0.000459
1894,,,6,Biology,372586,8497,1985,1,0.00013
1895,,,3,Technology,NA,16785,1995,1,0.000331
1896,,,NA,Biology,9377850,3455,1985,1,0.00013
1897,,,8,Biology,NA,10358,1985,1,0.00013
1898,,,NA,Medical,NA,9757,1985,1,0.00013
1899,,,NA,Medical,NA,4091,1990,1,0.00013
1900,,,12,Medical,8438256,10346,1990,1,0.00013
1901,,,1,Medical,5640,5912,1980,1,0.00013
1902,,,3,Biology,1618876,2314,1990,1,0.00013
1903,,,3,Medical,NA,9956,2000,1,0.00013
1904,,,NA,Biology,NA,7134,1995,1,0.00013
1905,,,3,Biology,NA,11343,1980,1,0.00013
1906,,,8,Medical,NA,2049,1975,1,0.00013
1907,,,NA,Biology,NA,12494,1985,1,0.00013
1908,,,NA,Biology,NA,2946,1985,1,0.00013
1909,,,9,Medical,NA,5139,1980,1,0.00013
1910,,,140,Biology,53786,4914,1975,1,0.00013
1911,,,87,Medical,551751,3783,1970,1,0.00013
1912,,,13,Medical,NA,9426,1990,1,0.00013
1913,,,88,Biology,NA,6128,1980,1,0.00013
1914,,,NA,Medical,NA,3815,1995,1,0.00013
1915,,,273,Biology,NA,8313,1980,1,0.00013
1916,,,39,Technology,461778,3483,1995,1,0.00013
1917,,,23,Biology,NA,2044,1980,1,0.00013
1918,,,NA,Biology,NA,3985,2005,1,0.00013
1919,,,57,Biology,NA,12372,1980,0,0.00013
1920,,,152,Biology,NA,2531,1980,0,0.000372
1921,,,NA,Biology,386584,11067,1995,1,0.00013
1922,,,46,Medical,131459,3277,1990,1,0.00013
1923,,,13,Biology,NA,4131,1985,1,0.00013
1924,,,84,Biology,13249416,12852,1990,1,0.001251
1925,,,2,Medical,NA,7021,2000,1,0.00013
1926,,,NA,Medical,1232066,11803,1980,1,0.000377
1927,,,16,Biology,NA,3705,1980,1,0.00013
1928,,,NA,Technology,NA,3809,1985,1,0.00013
1929,,,112,Biology,NA,4794,1980,0,0.00013
1930,,,2,Medical,NA,2970,1990,1,0.00013
1931,,,22,Medical,558906,5501,1990,1,0.00013
1932,,,16,Medical,3294215,36827,1980,1,0.00013
1933,,,43,Medical,NA,1230,1995,1,0.00013
1934,,,169,Biology,NA,2612,1990,1,0.00013
1935,,,NA,Medical,NA,5171,1990,1,0.00013
1936,,,NA,Medical,683061,4566,1980,1,0.00013
1937,,,9,Technology,NA,5358,1995,1,0.00013
1938,,,17,Biology,1152882,18648,1975,1,0.00013
1939,,,73,Biology,NA,6787,1985,1,0.00013
1940,,,NA,Biology,NA,4316,1990,1,0.00013
1941,,,NA,Biology,NA,7995,1980,1,0.00013
1942,,,1,Biology,NA,18215,2000,1,0.000507
1943,,,123,Biology,NA,5425,1985,0,0.00013
1944,,,55,Biology,4893578,13174,1980,1,0.00013
1945,,,NA,Biology,5110637,11186,1995,1,0.00013
1946,,,51,Biology,NA,7009,1990,1,0.000441
1947,,,47,Biology,283087,7182,1980,1,0.00013
1948,,,NA,Biology,NA,2286,1985,1,0.00013
1949,,,3,Medical,NA,4083,1980,1,0.00013
1950,,,118,Technology,NA,2812,1990,1,0.00013
1951,,,30,Biology,NA,4230,1990,1,0.00013
1952,,,NA,Biology,NA,5594,1975,1,0.00013
1953,,,8,Biology,1850439,3610,1970,0,0.00013
1954,,,NA,Medical,NA,4037,1980,1,0.00013
1955,,,172,Biology,4536404,6911,1985,1,0.000377
1956,,,NA,Biology,NA,2170,1980,1,0.000409
1957,,,NA,Medical,NA,16478,1985,1,0.000409
1958,,,156,Biology,NA,4719,1985,1,0.000482
1959,,,4,Biology,NA,5896,1995,1,0.00013
1960,,,7,Biology,16755103,13541,1990,1,0.000305
1961,,,103,Biology,NA,6267,1990,1,0.00013
1962,,,6,Medical,NA,3503,1980,1,0.000666
1963,,,169,Biology,NA,12122,1980,1,0.00013
1964,,,9,Medical,12584289,3544,1990,1,0.00013
1965,,,NA,Biology,NA,9354,1970,1,0.000409
1966,,,NA,Biology,NA,12870,1980,1,0.00013
1967,,,NA,Medical,NA,11141,2000,1,0.00013
1968,,,13,Biology,NA,1376,1975,1,0.00013
1969,,,16,Medical,NA,6347,1975,1,0.00013
1970,,,NA,Medical,NA,7210,1990,1,0.00013
1971,,,45,Biology,4780811,3479,1985,1,0.000446
1972,,,103,Biology,NA,7357,2000,1,0.000318
1973,,,52,Medical,12609328,6122,1975,1,0.00013
1974,,,8,Biology,NA,6678,1995,1,0.00013
1975,,,8,Biology,NA,19764,1985,1,0.000445
1976,,,12,Medical,NA,14357,1980,1,0.000325
1977,,,6,Biology,NA,14270,1980,1,0.00013
1978,,,NA,Biology,NA,3013,1980,0,0.00013
1979,,,15,Medical,8884308,7193,1990,1,0.00013
1980,,,NA,Medical,NA,2568,1990,1,0.00013
1981,,,218,Biology,NA,6460,1995,1,0.00013
1982,,,NA,Biology,NA,4680,1995,0,0.00013
1983,,,NA,Biology,NA,15847,1985,1,0.000409
1984,,,10,Technology,5483872,13188,1990,1,0.000331
1985,,,NA,Biology,NA,5466,1995,1,0.00013
1986,,,219,Biology,NA,7948,1990,1,0.000617
1987,,,6,Biology,1889419,19941,1990,1,0.000666
1988,,,9,Medical,NA,8697,1985,1,0.00013
1989,,,NA,Medical,NA,10806,1995,1,0.00013
1990,,,7,Biology,290276,6914,1995,1,0.00013
1991,,,NA,Biology,NA,6962,1985,1,0.00013
1992,,,NA,Medical,NA,7161,1980,1,0.00013
1993,,,8,Medical,NA,9309,1980,1,0.000331
1994,,,NA,Medical,87157427,10743,1990,1,0.00013
1995,,,69,Technology,NA,1498,1990,1,0.000458
1996,,,43,Medical,NA,4182,1985,1,0.00013
1997,,,43,Medical,4711648,4947,1990,1,0.000441
1998,,,NA,Biology,3038907,8801,1990,0,0.000409
1999,,,NA,Biology,NA,4920,1995,1,0.000409
2000,,,13,Medical,NA,12026,1980,1,0.000482
2001,,,NA,Biology,NA,3790,1995,1,0.00013
2002,,,13,Medical,NA,9049,1970,1,0.00013
2003,,,56,Medical,NA,6911,1990,1,0.00013
2004,,,8,Biology,3277749,8522,1990,1,0.00013
2005,,,NA,Biology,NA,9043,1985,1,0.000361
2006,,,23,Biology,NA,6034,1995,0,0.00013
2007,,,NA,Biology,NA,7469,1995,1,0.00013
2008,,,78,Medical,NA,4401,1980,1,0.00013
2009,,,NA,Biology,NA,4535,1985,1,0.00013
2010,,,73,Biology,4280593,2138,1995,1,0.00013
2011,,,7,Biology,NA,2791,1985,1,0.00013
2012,,,NA,Biology,5521018,1979,2000,1,0.00013
2013,,,NA,Biology,NA,2441,1975,1,0.00013
2014,,,NA,Medical,NA,14745,1985,1,0.00013
2015,,,NA,Biology,NA,742,1985,1,0.00013
2016,,,30,Medical,NA,3913,1975,1,0.00013
2017,,,16,Medical,NA,2813,1980,1,0.00013
2018,,,57,Biology,NA,15328,1980,0,0.008563
2019,,,NA,Medical,NA,5678,1980,1,0.00013
2020,,,1,Medical,745778,8559,1985,1,0.00013
2021,,,82,Technology,NA,1038,1990,1,0.00013
2022,,,13,Medical,NA,11864,1990,1,0.00013
2023,,,1,Medical,7913195,22438,1985,1,0.000409
2024,,,NA,Biology,NA,23183,1965,1,0.00013
2025,,,26,Medical,5066987,7511,1985,1,0.00013
2026,,,NA,Biology,905233,7974,1995,1,0.00013
2027,,,27,Biology,NA,37048,1970,1,0.00013
2028,,,NA,Biology,NA,6904,1985,1,0.000409
2029,,,84,Medical,NA,11373,1990,1,0.00013
2030,,,NA,Medical,NA,27282,1990,1,0.000919
2031,,,NA,Medical,NA,8514,1990,1,0.000409
2032,,,NA,Biology,357743,4749,1985,1,0.00013
2033,,,2,Medical,NA,4858,1985,1,0.000404
2034,,,NA,Biology,NA,4423,1990,1,0.000482
2035,,,98,Biology,NA,1071,1975,1,0.00013
2036,,,NA,Biology,1457048,12496,1980,1,0.00013
2037,,,NA,Biology,3506909,7665,1995,1,0.000453
2038,,,NA,Biology,NA,1710,1985,1,0.00013
2039,,,8,Biology,NA,9899,1990,1,0.00013
2040,,,13,Biology,478552,1702,1980,1,0.00013
2041,,,NA,Biology,NA,2564,1995,1,0.00013
2042,,,13,Biology,41955,5934,1985,1,0.00013
2043,,,NA,Medical,NA,3408,1985,1,0.00013
2044,,,196,Biology,4227708,4560,1980,1,0.00013
2045,,,NA,Biology,NA,5827,1985,1,0.00013
2046,,,NA,Biology,NA,9064,1990,1,0.00013
2047,,,12,Medical,6115757,13005,1965,1,0.000325
2048,,,3,Medical,NA,32213,1970,1,0.000965
2049,,,13,Medical,17662707,6164,1980,1,0.00013
2050,,,NA,Medical,NA,3980,1990,1,0.00013
2051,,,4,Biology,8110192,20325,1970,1,0.00013
2052,,,NA,Medical,2092616,6220,1975,1,0.00013
2053,,,NA,Medical,NA,7645,1990,1,0.00013
2054,,,26,Biology,NA,12032,1995,1,0.00013
2055,,,NA,Biology,NA,2488,1990,1,0.00013
2056,,,NA,Biology,NA,10261,1980,1,0.000599
2057,,,33,Biology,529458,7440,1980,1,0.00013
2058,,,146,Biology,NA,5366,1970,1,0.00013
2059,,,8,Medical,47215879,10337,1980,1,0.000414
2060,,,NA,Biology,93116,4518,1995,1,0.00013
2061,,,2,Biology,23131529,20484,1990,1,0.000325
2062,,,NA,Biology,NA,1777,1995,1,0.00013
2063,,,NA,Biology,NA,64579,1975,1,0.000807
2064,,,NA,Biology,NA,3470,1985,1,0.00013
